# R v_R c2s omega rho H omega_prime T
1.71336e+28 -1.27106e-07 2.0543e-07 3.35251e-21 -4.36963e-24 1.17406e+13 5.23713e-37 1.15734e-10
1.70453e+28 -1.27106e-07 2.05557e-07 3.35251e-21 -4.41227e-24 1.16874e+13 5.2903e-37 1.16197e-10
1.6957e+28 -1.27106e-07 2.05684e-07 3.35251e-21 -4.45558e-24 1.1634e+13 5.34429e-37 1.16664e-10
1.68687e+28 -1.27106e-07 2.05811e-07 3.35251e-21 -4.49956e-24 1.15806e+13 5.39911e-37 1.17135e-10
1.67805e+28 -1.27106e-07 2.05938e-07 3.35251e-21 -4.54422e-24 1.15271e+13 5.45479e-37 1.1761e-10
1.66922e+28 -1.27106e-07 2.06065e-07 3.35251e-21 -4.58959e-24 1.14735e+13 5.51134e-37 1.1809e-10
1.66039e+28 -1.27106e-07 2.06191e-07 3.35251e-21 -4.63567e-24 1.14199e+13 5.56878e-37 1.18574e-10
1.65157e+28 -1.27106e-07 2.06318e-07 3.35251e-21 -4.68248e-24 1.13661e+13 5.62712e-37 1.19062e-10
1.64274e+28 -1.27106e-07 2.06444e-07 3.35251e-21 -4.73003e-24 1.13123e+13 5.6864e-37 1.19555e-10
1.63391e+28 -1.27106e-07 2.06571e-07 3.35251e-21 -4.77835e-24 1.12584e+13 5.74663e-37 1.20052e-10
1.62508e+28 -1.27106e-07 2.06697e-07 3.35251e-21 -4.82745e-24 1.12044e+13 5.80782e-37 1.20554e-10
1.61626e+28 -1.27106e-07 2.06823e-07 3.35251e-21 -4.87735e-24 1.11504e+13 5.87e-37 1.2106e-10
1.60743e+28 -1.27106e-07 2.0695e-07 3.35251e-21 -4.92806e-24 1.10962e+13 5.9332e-37 1.21571e-10
1.5986e+28 -1.27106e-07 2.07076e-07 3.35251e-21 -4.9796e-24 1.1042e+13 5.99742e-37 1.22087e-10
1.58978e+28 -1.27106e-07 2.07202e-07 3.35251e-21 -5.03199e-24 1.09877e+13 6.06271e-37 1.22608e-10
1.58095e+28 -1.27106e-07 2.07328e-07 3.35251e-21 -5.08524e-24 1.09334e+13 6.12907e-37 1.23134e-10
1.57212e+28 -1.27106e-07 2.07453e-07 3.35251e-21 -5.13939e-24 1.08789e+13 6.19654e-37 1.23665e-10
1.56329e+28 -1.27106e-07 2.07579e-07 3.35251e-21 -5.19444e-24 1.08244e+13 6.26514e-37 1.24201e-10
1.55447e+28 -1.27106e-07 2.07705e-07 3.35251e-21 -5.25042e-24 1.07698e+13 6.33489e-37 1.24742e-10
1.54564e+28 -1.27106e-07 2.07831e-07 3.35251e-21 -5.30736e-24 1.07151e+13 6.40582e-37 1.25288e-10
1.53681e+28 -1.27106e-07 2.07956e-07 3.35251e-21 -5.36526e-24 1.06604e+13 6.47797e-37 1.2584e-10
1.52799e+28 -1.27106e-07 2.08082e-07 3.35251e-21 -5.42416e-24 1.06055e+13 6.55134e-37 1.26397e-10
1.51916e+28 -1.27106e-07 2.08207e-07 3.35251e-21 -5.48407e-24 1.05506e+13 6.62598e-37 1.2696e-10
1.51033e+28 -1.27106e-07 2.08332e-07 3.35251e-21 -5.54502e-24 1.04956e+13 6.70192e-37 1.27528e-10
1.5015e+28 -1.27106e-07 2.08458e-07 3.35251e-21 -5.60704e-24 1.04406e+13 6.77917e-37 1.28102e-10
1.49268e+28 -1.27106e-07 2.08583e-07 3.35251e-21 -5.67015e-24 1.03854e+13 6.85779e-37 1.28682e-10
1.48385e+28 -1.27106e-07 2.08708e-07 3.35251e-21 -5.73437e-24 1.03302e+13 6.93779e-37 1.29267e-10
1.47502e+28 -1.27106e-07 2.08833e-07 3.35251e-21 -5.79973e-24 1.02749e+13 7.01921e-37 1.29859e-10
1.4662e+28 -1.27106e-07 2.08958e-07 3.35251e-21 -5.86627e-24 1.02195e+13 7.10208e-37 1.30457e-10
1.45737e+28 -1.27106e-07 2.09083e-07 3.35251e-21 -5.934e-24 1.0164e+13 7.18645e-37 1.31061e-10
1.44854e+28 -1.27106e-07 2.09207e-07 3.35251e-21 -6.00296e-24 1.01085e+13 7.27233e-37 1.31671e-10
1.43971e+28 -1.27106e-07 2.09332e-07 3.35251e-21 -6.07317e-24 1.00529e+13 7.35979e-37 1.32288e-10
1.43089e+28 -1.27106e-07 2.09457e-07 3.35251e-21 -6.14468e-24 9.99722e+12 7.44884e-37 1.32911e-10
1.42206e+28 -1.27106e-07 2.09581e-07 3.35251e-21 -6.2175e-24 9.94145e+12 7.53954e-37 1.33541e-10
1.41323e+28 -1.27106e-07 2.09706e-07 3.35251e-21 -6.29167e-24 9.88561e+12 7.63191e-37 1.34177e-10
1.40441e+28 -1.27106e-07 2.0983e-07 3.35251e-21 -6.36723e-24 9.8297e+12 7.72601e-37 1.3482e-10
1.39558e+28 -1.27106e-07 2.09955e-07 3.35251e-21 -6.44422e-24 9.7737e+12 7.82188e-37 1.35471e-10
1.38675e+28 -1.27106e-07 2.10079e-07 3.35251e-21 -6.52266e-24 9.71763e+12 7.91956e-37 1.36128e-10
1.37792e+28 -1.27106e-07 2.10203e-07 3.35251e-21 -6.60259e-24 9.66148e+12 8.0191e-37 1.36793e-10
1.3691e+28 -1.27106e-07 2.10327e-07 3.35251e-21 -6.68406e-24 9.60526e+12 8.12054e-37 1.37465e-10
1.36027e+28 -1.27106e-07 2.10451e-07 3.35251e-21 -6.76709e-24 9.54896e+12 8.22394e-37 1.38144e-10
1.35144e+28 -1.27106e-07 2.10575e-07 3.35251e-21 -6.85175e-24 9.49258e+12 8.32935e-37 1.38831e-10
1.34262e+28 -1.27106e-07 2.10699e-07 3.35251e-21 -6.93806e-24 9.43613e+12 8.43682e-37 1.39526e-10
1.33379e+28 -1.27106e-07 2.10823e-07 3.35251e-21 -7.02606e-24 9.3796e+12 8.5464e-37 1.40229e-10
1.32496e+28 -1.27106e-07 2.10947e-07 3.35251e-21 -7.11582e-24 9.323e+12 8.65814e-37 1.40939e-10
1.31613e+28 -1.27106e-07 2.11071e-07 3.35251e-21 -7.20736e-24 9.26632e+12 8.77212e-37 1.41658e-10
1.30731e+28 -1.27106e-07 2.11194e-07 3.35251e-21 -7.30074e-24 9.20956e+12 8.88839e-37 1.42385e-10
1.29848e+28 -1.27106e-07 2.11318e-07 3.35251e-21 -7.39601e-24 9.15273e+12 9.007e-37 1.43121e-10
1.28965e+28 -1.27106e-07 2.11441e-07 3.35251e-21 -7.49323e-24 9.09582e+12 9.12803e-37 1.43866e-10
1.28083e+28 -1.27106e-07 2.11565e-07 3.35251e-21 -7.59244e-24 9.03883e+12 9.25154e-37 1.44619e-10
1.272e+28 -1.27106e-07 2.11688e-07 3.35251e-21 -7.69369e-24 8.98177e+12 9.37759e-37 1.45381e-10
1.26317e+28 -1.27106e-07 2.11811e-07 3.35251e-21 -7.79706e-24 8.92464e+12 9.50627e-37 1.46152e-10
1.25434e+28 -1.27106e-07 2.11934e-07 3.35251e-21 -7.90259e-24 8.86742e+12 9.63764e-37 1.46933e-10
1.24552e+28 -1.27106e-07 2.12058e-07 3.35251e-21 -8.01034e-24 8.81014e+12 9.77178e-37 1.47723e-10
1.23669e+28 -1.27106e-07 2.12181e-07 3.35251e-21 -8.12039e-24 8.75277e+12 9.90877e-37 1.48523e-10
1.22786e+28 -1.27106e-07 2.12304e-07 3.35251e-21 -8.23279e-24 8.69534e+12 1.00487e-36 1.49333e-10
1.21904e+28 -1.27106e-07 2.12426e-07 3.35251e-21 -8.34762e-24 8.63782e+12 1.01916e-36 1.50153e-10
1.21021e+28 -1.27106e-07 2.12549e-07 3.35251e-21 -8.46495e-24 8.58023e+12 1.03377e-36 1.50983e-10
1.20138e+28 -1.27106e-07 2.12672e-07 3.35251e-21 -8.58484e-24 8.52257e+12 1.04869e-36 1.51824e-10
1.19255e+28 -1.27106e-07 2.12795e-07 3.35251e-21 -8.70737e-24 8.46483e+12 1.06394e-36 1.52675e-10
1.18373e+28 -1.27106e-07 2.12917e-07 3.35251e-21 -8.83263e-24 8.40702e+12 1.07953e-36 1.53537e-10
1.1749e+28 -1.27106e-07 2.1304e-07 3.35251e-21 -8.96069e-24 8.34913e+12 1.09547e-36 1.54411e-10
1.16607e+28 -1.27106e-07 2.13162e-07 3.35251e-21 -9.09164e-24 8.29116e+12 1.11177e-36 1.55296e-10
1.15725e+28 -1.27106e-07 2.13285e-07 3.35251e-21 -9.22557e-24 8.23313e+12 1.12844e-36 1.56192e-10
1.14842e+28 -1.27106e-07 2.13407e-07 3.35251e-21 -9.36257e-24 8.17501e+12 1.14549e-36 1.57101e-10
1.13959e+28 -1.27106e-07 2.13529e-07 3.35251e-21 -9.50273e-24 8.11682e+12 1.16293e-36 1.58021e-10
1.13076e+28 -1.27106e-07 2.13652e-07 3.35251e-21 -9.64615e-24 8.05856e+12 1.18078e-36 1.58954e-10
1.12194e+28 -1.27106e-07 2.13774e-07 3.35251e-21 -9.79294e-24 8.00022e+12 1.19905e-36 1.599e-10
1.11311e+28 -1.27106e-07 2.13896e-07 3.35251e-21 -9.94319e-24 7.94181e+12 1.21775e-36 1.60858e-10
1.10428e+28 -1.27106e-07 2.14018e-07 3.35251e-21 -1.0097e-23 7.88332e+12 1.2369e-36 1.6183e-10
1.09546e+28 -1.27106e-07 2.1414e-07 3.35251e-21 -1.02546e-23 7.82476e+12 1.2565e-36 1.62815e-10
1.08663e+28 -1.27106e-07 2.14262e-07 3.35251e-21 -1.04159e-23 7.76613e+12 1.27658e-36 1.63815e-10
1.0778e+28 -1.27106e-07 2.14383e-07 3.35251e-21 -1.05812e-23 7.70742e+12 1.29715e-36 1.64828e-10
1.06897e+28 -1.27106e-07 2.14505e-07 3.35251e-21 -1.07506e-23 7.64864e+12 1.31823e-36 1.65856e-10
1.06015e+28 -1.27106e-07 2.14627e-07 3.35251e-21 -1.09242e-23 7.58978e+12 1.33983e-36 1.66898e-10
1.05132e+28 -1.27106e-07 2.14748e-07 3.35251e-21 -1.11021e-23 7.53085e+12 1.36197e-36 1.67956e-10
1.04249e+28 -1.27106e-07 2.1487e-07 3.35251e-21 -1.12845e-23 7.47184e+12 1.38467e-36 1.69029e-10
1.03367e+28 -1.27106e-07 2.14991e-07 3.35251e-21 -1.14716e-23 7.41276e+12 1.40795e-36 1.70118e-10
1.02484e+28 -1.27106e-07 2.15113e-07 3.35251e-21 -1.16635e-23 7.35361e+12 1.43182e-36 1.71223e-10
1.01601e+28 -1.27106e-07 2.15234e-07 3.35251e-21 -1.18603e-23 7.29438e+12 1.45632e-36 1.72345e-10
1.00718e+28 -1.27106e-07 2.15355e-07 3.35251e-21 -1.20623e-23 7.23508e+12 1.48145e-36 1.73484e-10
9.98357e+27 -1.27106e-07 2.15476e-07 3.35251e-21 -1.22697e-23 7.1757e+12 1.50725e-36 1.7464e-10
9.8953e+27 -1.27106e-07 2.15597e-07 3.35251e-21 -1.24825e-23 7.11626e+12 1.53374e-36 1.75814e-10
9.80703e+27 -1.27106e-07 2.15718e-07 3.35251e-21 -1.27011e-23 7.05673e+12 1.56094e-36 1.77006e-10
9.71875e+27 -1.27106e-07 2.15839e-07 3.35251e-21 -1.29256e-23 6.99714e+12 1.58887e-36 1.78218e-10
9.63048e+27 -1.27106e-07 2.1596e-07 3.35251e-21 -1.31563e-23 6.93747e+12 1.61757e-36 1.79448e-10
9.54221e+27 -1.27106e-07 2.16081e-07 3.35251e-21 -1.33934e-23 6.87773e+12 1.64707e-36 1.80698e-10
9.45394e+27 -1.27106e-07 2.16202e-07 3.35251e-21 -1.3637e-23 6.81791e+12 1.67738e-36 1.81968e-10
9.36567e+27 -1.27106e-07 2.16322e-07 3.35251e-21 -1.38875e-23 6.75802e+12 1.70855e-36 1.83259e-10
9.2774e+27 -1.27106e-07 2.16443e-07 3.35251e-21 -1.41452e-23 6.69806e+12 1.74061e-36 1.84572e-10
9.18913e+27 -1.27106e-07 2.16564e-07 3.35251e-21 -1.44102e-23 6.63803e+12 1.77358e-36 1.85906e-10
9.10085e+27 -1.27106e-07 2.16684e-07 3.35251e-21 -1.46829e-23 6.57792e+12 1.80751e-36 1.87262e-10
9.01258e+27 -1.27106e-07 2.16805e-07 3.35251e-21 -1.49636e-23 6.51774e+12 1.84244e-36 1.88642e-10
8.92431e+27 -1.27106e-07 2.16925e-07 3.35251e-21 -1.52527e-23 6.45748e+12 1.87839e-36 1.90045e-10
8.83604e+27 -1.27106e-07 2.17045e-07 3.35251e-21 -1.55503e-23 6.39716e+12 1.91542e-36 1.91473e-10
8.74777e+27 -1.27106e-07 2.17165e-07 3.35251e-21 -1.58569e-23 6.33676e+12 1.95357e-36 1.92925e-10
8.6595e+27 -1.27106e-07 2.17286e-07 3.35251e-21 -1.61729e-23 6.27629e+12 1.99288e-36 1.94404e-10
8.57123e+27 -1.27106e-07 2.17406e-07 3.35251e-21 -1.64986e-23 6.21574e+12 2.0334e-36 1.95908e-10
8.48295e+27 -1.27106e-07 2.17526e-07 3.35251e-21 -1.68345e-23 6.15512e+12 2.07518e-36 1.9744e-10
8.39468e+27 -1.27106e-07 2.17646e-07 3.35251e-21 -1.71809e-23 6.09443e+12 2.11828e-36 1.99e-10
8.30641e+27 -1.27106e-07 2.17765e-07 3.35251e-21 -1.75383e-23 6.03367e+12 2.16275e-36 2.00589e-10
8.21814e+27 -1.27106e-07 2.17885e-07 3.35251e-21 -1.79073e-23 5.97284e+12 2.20864e-36 2.02207e-10
8.12987e+27 -1.27106e-07 2.18005e-07 3.35251e-21 -1.82882e-23 5.91193e+12 2.25603e-36 2.03855e-10
8.0416e+27 -1.27106e-07 2.18125e-07 3.35251e-21 -1.86816e-23 5.85095e+12 2.30497e-36 2.05536e-10
7.95333e+27 -1.27106e-07 2.18244e-07 3.35251e-21 -1.90881e-23 5.7899e+12 2.35554e-36 2.07248e-10
7.86505e+27 -1.27106e-07 2.18364e-07 3.35251e-21 -1.95083e-23 5.72878e+12 2.40781e-36 2.08994e-10
7.77678e+27 -1.27106e-07 2.18483e-07 3.35251e-21 -1.99428e-23 5.66758e+12 2.46186e-36 2.10774e-10
7.68851e+27 -1.27106e-07 2.18603e-07 3.35251e-21 -2.03922e-23 5.60631e+12 2.51777e-36 2.1259e-10
7.60024e+27 -1.27106e-07 2.18722e-07 3.35251e-21 -2.08572e-23 5.54497e+12 2.57562e-36 2.14443e-10
7.51197e+27 -1.27106e-07 2.18841e-07 3.35251e-21 -2.13387e-23 5.48356e+12 2.6355e-36 2.16333e-10
7.4237e+27 -1.27106e-07 2.18961e-07 3.35251e-21 -2.18372e-23 5.42208e+12 2.69752e-36 2.18262e-10
7.33543e+27 -1.27106e-07 2.1908e-07 3.35251e-21 -2.23538e-23 5.36052e+12 2.76178e-36 2.20232e-10
7.24715e+27 -1.27106e-07 2.19199e-07 3.35251e-21 -2.28892e-23 5.29889e+12 2.82838e-36 2.22244e-10
7.15888e+27 -1.27106e-07 2.19318e-07 3.35251e-21 -2.34444e-23 5.23719e+12 2.89744e-36 2.24298e-10
7.07061e+27 -1.27106e-07 2.19437e-07 3.35251e-21 -2.40204e-23 5.17542e+12 2.96909e-36 2.26397e-10
6.98234e+27 -1.27106e-07 2.19556e-07 3.35251e-21 -2.46182e-23 5.11358e+12 3.04346e-36 2.28543e-10
6.89407e+27 -1.27106e-07 2.19675e-07 3.35251e-21 -2.5239e-23 5.05167e+12 3.12068e-36 2.30736e-10
6.8058e+27 -1.27106e-07 2.19793e-07 3.35251e-21 -2.5884e-23 4.98968e+12 3.2009e-36 2.32978e-10
6.71753e+27 -1.27106e-07 2.19912e-07 3.35251e-21 -2.65544e-23 4.92763e+12 3.28429e-36 2.35272e-10
6.62925e+27 -1.27106e-07 2.20031e-07 3.35251e-21 -2.72516e-23 4.8655e+12 3.37101e-36 2.37619e-10
6.54098e+27 -1.27106e-07 2.20149e-07 3.35251e-21 -2.7977e-23 4.8033e+12 3.46124e-36 2.40021e-10
6.45271e+27 -1.27106e-07 2.20268e-07 3.35251e-21 -2.87322e-23 4.74103e+12 3.55518e-36 2.42481e-10
6.36444e+27 -1.27106e-07 2.20386e-07 3.35251e-21 -2.95188e-23 4.67869e+12 3.65302e-36 2.44999e-10
6.27617e+27 -1.27106e-07 2.20505e-07 3.35251e-21 -3.03387e-23 4.61628e+12 3.755e-36 2.47579e-10
6.1879e+27 -1.27106e-07 2.20623e-07 3.35251e-21 -3.11937e-23 4.55379e+12 3.86135e-36 2.50224e-10
6.09963e+27 -1.27106e-07 2.20741e-07 3.35251e-21 -3.20859e-23 4.49124e+12 3.97232e-36 2.52935e-10
6.01135e+27 -1.27106e-07 2.2086e-07 3.35251e-21 -3.30174e-23 4.42861e+12 4.08819e-36 2.55715e-10
5.92308e+27 -1.27106e-07 2.20978e-07 3.35251e-21 -3.39907e-23 4.36592e+12 4.20925e-36 2.58568e-10
5.83481e+27 -1.27106e-07 2.21096e-07 3.35251e-21 -3.50082e-23 4.30315e+12 4.33581e-36 2.61495e-10
5.74654e+27 -1.27106e-07 2.21214e-07 3.35251e-21 -3.60727e-23 4.24031e+12 4.46821e-36 2.64501e-10
5.65827e+27 -1.27106e-07 2.21332e-07 3.35251e-21 -3.71872e-23 4.1774e+12 4.60683e-36 2.67589e-10
5.57e+27 -1.27106e-07 2.2145e-07 3.35251e-21 -3.83548e-23 4.11442e+12 4.75205e-36 2.70761e-10
5.48173e+27 -1.27106e-07 2.21567e-07 3.35251e-21 -3.95789e-23 4.05137e+12 4.90431e-36 2.74023e-10
5.39345e+27 -1.27106e-07 2.21685e-07 3.35251e-21 -4.08633e-23 3.98825e+12 5.06406e-36 2.77378e-10
5.30518e+27 -1.27106e-07 2.21803e-07 3.35251e-21 -4.2212e-23 3.92506e+12 5.23181e-36 2.8083e-10
5.21691e+27 -1.27106e-07 2.2192e-07 3.35251e-21 -4.36295e-23 3.8618e+12 5.40811e-36 2.84383e-10
5.12864e+27 -1.27106e-07 2.22038e-07 3.35251e-21 -4.51203e-23 3.79847e+12 5.59354e-36 2.88044e-10
5.04037e+27 -1.27106e-07 2.22156e-07 3.35251e-21 -4.66898e-23 3.73507e+12 5.78875e-36 2.91816e-10
4.9521e+27 -1.27106e-07 2.22273e-07 3.35251e-21 -4.83436e-23 3.6716e+12 5.99444e-36 2.95705e-10
4.86383e+27 -1.27106e-07 2.2239e-07 3.35251e-21 -5.00878e-23 3.60806e+12 6.21138e-36 2.99717e-10
4.77555e+27 -1.27106e-07 2.22508e-07 3.35251e-21 -5.19292e-23 3.54444e+12 6.4404e-36 3.03858e-10
4.68728e+27 -1.27106e-07 2.22625e-07 3.35251e-21 -5.38751e-23 3.48076e+12 6.68242e-36 3.08135e-10
4.59901e+27 -1.27106e-07 2.22742e-07 3.35251e-21 -5.59336e-23 3.41701e+12 6.93844e-36 3.12556e-10
4.51074e+27 -1.27106e-07 2.22859e-07 3.35251e-21 -5.81136e-23 3.35319e+12 7.20958e-36 3.17127e-10
4.42247e+27 -1.27106e-07 2.22976e-07 3.35251e-21 -6.04249e-23 3.2893e+12 7.49704e-36 3.21857e-10
4.3342e+27 -1.27106e-07 2.23093e-07 3.35251e-21 -6.28782e-23 3.22533e+12 7.80217e-36 3.26754e-10
4.24593e+27 -1.27106e-07 2.2321e-07 3.35251e-21 -6.54855e-23 3.1613e+12 8.12645e-36 3.3183e-10
4.15765e+27 -1.27106e-07 2.23327e-07 3.35251e-21 -6.82599e-23 3.0972e+12 8.47151e-36 3.37093e-10
4.06938e+27 -1.27106e-07 2.23444e-07 3.35251e-21 -7.12161e-23 3.03303e+12 8.83918e-36 3.42555e-10
3.98111e+27 -1.27106e-07 2.23561e-07 3.35251e-21 -7.43703e-23 2.96879e+12 9.23147e-36 3.48228e-10
3.89284e+27 -1.27106e-07 2.23678e-07 3.35251e-21 -7.77407e-23 2.90448e+12 9.65066e-36 3.54126e-10
3.80457e+27 -1.27106e-07 2.23794e-07 3.35251e-21 -8.13476e-23 2.8401e+12 1.00992e-35 3.60262e-10
3.7163e+27 -1.27106e-07 2.23911e-07 3.35251e-21 -8.52135e-23 2.77565e+12 1.05801e-35 3.66652e-10
3.62803e+27 -1.27106e-07 2.24027e-07 3.35251e-21 -8.9364e-23 2.71113e+12 1.10963e-35 3.73313e-10
3.53975e+27 -1.27106e-07 2.24144e-07 3.35251e-21 -9.38277e-23 2.64654e+12 1.16514e-35 3.80263e-10
3.45148e+27 -1.27106e-07 2.2426e-07 3.35251e-21 -9.86372e-23 2.58189e+12 1.22496e-35 3.87523e-10
3.36321e+27 -1.27106e-07 2.24376e-07 3.35251e-21 -1.03829e-22 2.51716e+12 1.28953e-35 3.95116e-10
3.27494e+27 -1.27106e-07 2.24493e-07 3.35251e-21 -1.09445e-22 2.45236e+12 1.35937e-35 4.03065e-10
3.18667e+27 -1.27106e-07 2.24609e-07 3.35251e-21 -1.15532e-22 2.3875e+12 1.43508e-35 4.11397e-10
3.0984e+27 -1.27106e-07 2.24725e-07 3.35251e-21 -1.22146e-22 2.32257e+12 1.51733e-35 4.20144e-10
3.01013e+27 -1.27106e-07 2.24841e-07 3.35251e-21 -1.29348e-22 2.25756e+12 1.6069e-35 4.29337e-10
2.92185e+27 -1.27106e-07 2.24957e-07 3.35251e-21 -1.3721e-22 2.19249e+12 1.70469e-35 4.39014e-10
2.83358e+27 -1.27106e-07 2.25073e-07 3.35251e-21 -1.45817e-22 2.12735e+12 1.81173e-35 4.49217e-10
2.74531e+27 -1.27106e-07 2.25189e-07 3.35251e-21 -1.55265e-22 2.06214e+12 1.92923e-35 4.59991e-10
2.65704e+27 -1.27106e-07 2.25305e-07 3.35251e-21 -1.65667e-22 1.99686e+12 2.0586e-35 4.71388e-10
2.56877e+27 -1.27106e-07 2.25421e-07 3.35251e-21 -1.77158e-22 1.93152e+12 2.2015e-35 4.83468e-10
2.4805e+27 -1.27106e-07 2.25537e-07 3.35251e-21 -1.89893e-22 1.8661e+12 2.35989e-35 4.96297e-10
2.39223e+27 -1.27106e-07 2.25652e-07 3.35251e-21 -2.04061e-22 1.80062e+12 2.53609e-35 5.0995e-10
2.30395e+27 -1.27106e-07 2.25768e-07 3.35251e-21 -2.19884e-22 1.73506e+12 2.73288e-35 5.24513e-10
2.21568e+27 -1.27106e-07 2.25883e-07 3.35251e-21 -2.37632e-22 1.66944e+12 2.9536e-35 5.40087e-10
2.12741e+27 -1.27106e-07 2.25999e-07 3.35251e-21 -2.57629e-22 1.60375e+12 3.2023e-35 5.56786e-10
2.03914e+27 -1.27106e-07 2.26114e-07 3.35251e-21 -2.80273e-22 1.53799e+12 3.48392e-35 5.74742e-10
1.95087e+27 -1.27106e-07 2.2623e-07 3.35251e-21 -3.06054e-22 1.47217e+12 3.80455e-35 5.94113e-10
1.8626e+27 -1.27106e-07 2.26345e-07 3.35251e-21 -3.35579e-22 1.40627e+12 4.17174e-35 6.1508e-10
1.77433e+27 -1.27106e-07 2.2646e-07 3.35251e-21 -3.69611e-22 1.34031e+12 4.59498e-35 6.37862e-10
1.68605e+27 -1.27106e-07 2.26576e-07 3.35251e-21 -4.09117e-22 1.27428e+12 5.08631e-35 6.62717e-10
1.59778e+27 -1.27106e-07 2.26691e-07 3.35251e-21 -4.55339e-22 1.20818e+12 5.66114e-35 6.89959e-10
1.50951e+27 -1.27106e-07 2.26806e-07 3.35251e-21 -5.09891e-22 1.14201e+12 6.33958e-35 7.19969e-10
1.42124e+27 -1.27106e-07 2.26921e-07 3.35251e-21 -5.74903e-22 1.07577e+12 7.14811e-35 7.53216e-10
1.33297e+27 -1.27106e-07 2.27036e-07 3.35251e-21 -6.53235e-22 1.00947e+12 8.12229e-35 7.90285e-10
1.2447e+27 -1.27106e-07 2.27151e-07 3.35251e-21 -7.48794e-22 9.43099e+11 9.31071e-35 8.31916e-10
1.15643e+27 -1.27106e-07 2.27266e-07 3.35251e-21 -8.67031e-22 8.76659e+11 1.07812e-34 8.79056e-10
1.06815e+27 -1.27106e-07 2.2738e-07 3.35251e-21 -1.01574e-21 8.10152e+11 1.26306e-34 9.32947e-10
9.79883e+26 -1.27106e-07 2.27495e-07 3.35251e-21 -1.20638e-21 7.43577e+11 1.50014e-34 9.95242e-10
8.91612e+26 -1.27106e-07 2.2761e-07 3.35251e-21 -1.45634e-21 6.76934e+11 1.811e-34 1.0682e-09
8.0334e+26 -1.27106e-07 2.27724e-07 3.35251e-21 -1.79306e-21 6.10223e+11 2.22977e-34 1.15502e-09
7.15069e+26 -1.27106e-07 2.27839e-07 3.35251e-21 -2.26194e-21 5.43445e+11 2.81288e-34 1.26031e-09
6.26797e+26 -1.27106e-07 2.27954e-07 3.35251e-21 -2.94241e-21 4.76599e+11 3.65915e-34 1.39113e-09
5.38526e+26 -1.27106e-07 2.28068e-07 3.35251e-21 -3.98407e-21 4.09685e+11 4.9546e-34 1.55878e-09
4.50254e+26 -1.27106e-07 2.28182e-07 3.35251e-21 -5.69647e-21 3.42704e+11 7.08421e-34 1.78267e-09
3.61983e+26 -1.27106e-07 2.28297e-07 3.35251e-21 -8.80903e-21 2.75656e+11 1.09551e-33 2.09953e-09
2.73712e+26 -1.27106e-07 2.28411e-07 3.35251e-21 -1.53993e-20 2.0854e+11 1.9151e-33 2.58906e-09
1.8544e+26 -1.27106e-07 2.28525e-07 3.35251e-21 -3.35322e-20 1.41357e+11 4.17017e-33 3.46683e-09
9.71688e+25 -1.27106e-07 2.28639e-07 3.35251e-21 -1.22067e-19 7.41067e+10 1.51807e-32 5.62877e-09
8.89738e+24 -1.27106e-07 2.28754e-07 3.35251e-21 -1.45516e-17 6.78905e+09 1.80969e-30 3.38131e-08
3.38042e+24 -1.27106e-07 2.28761e-07 3.35251e-21 -1.00805e-16 2.57947e+09 1.25364e-29 6.98718e-08
2.00118e+24 -1.27106e-07 2.28762e-07 3.35251e-21 -2.8764e-16 1.52704e+09 3.57718e-29 1.0353e-07
1.31156e+24 -1.27106e-07 2.28763e-07 3.35251e-21 -6.69645e-16 1.00081e+09 8.32792e-29 1.42131e-07
9.66745e+23 -1.27106e-07 2.28764e-07 3.35251e-21 -1.23252e-15 7.37698e+08 1.5328e-28 1.78667e-07
2.77125e+23 -1.27106e-07 5.49804e-07 3.35251e-21 -6.24088e-15 5.08233e+08 7.74303e-28 4.08232e-07
